Wellbore name,Year,Month,On Stream,Oil(m3),Gas(m3),Water(m3),Oil Rate,Water Cut,GOR
15/9-F-5,2011,3,728,0,0,0,0,0,0
15/9-F-5,2011,4,701,0,0,0,0,0,0
15/9-F-5,2011,5,737,0,0,0,0,0,0
15/9-F-5,2011,6,462,0,0,0,0,0,0
15/9-F-5,2011,7,243,0,0,0,0,0,0
15/9-F-5,2011,8,644,0,0,0,0,0,0
15/9-F-5,2011,9,689,0,0,0,0,0,0
15/9-F-5,2011,10,329,0,0,0,0,0,0
15/9-F-5,2011,11,475,0,0,0,0,0,0
15/9-F-5,2011,12,439,0,0,0,0,0,0
15/9-F-5,2012,1,424,0,0,0,0,0,0
15/9-F-5,2012,2,691,0,0,0,0,0,0
15/9-F-5,2012,3,737,0,0,0,0,0,0
15/9-F-5,2012,4,720,0,0,0,0,0,0
15/9-F-5,2012,5,732,0,0,0,0,0,0
15/9-F-5,2012,6,711,0,0,0,0,0,0
15/9-F-5,2012,7,740,0,0,0,0,0,0
15/9-F-5,2012,8,309,0,0,0,0,0,0
15/9-F-5,2012,9,37,0,0,0,0,0,0
15/9-F-5,2012,10,538,0,0,0,0,0,0
15/9-F-5,2012,11,720,0,0,0,0,0,0
15/9-F-5,2012,12,698,0,0,0,0,0,0
15/9-F-5,2013,1,732,0,0,0,0,0,0
15/9-F-5,2013,2,672,0,0,0,0,0,0
15/9-F-5,2013,3,400,0,0,0,0,0,0
15/9-F-5,2013,4,561,0,0,0,0,0,0
15/9-F-5,2013,5,681,0,0,0,0,0,0
15/9-F-5,2013,6,573,0,0,0,0,0,0
15/9-F-5,2013,7,654,0,0,0,0,0,0
15/9-F-5,2013,8,687,0,0,0,0,0,0
15/9-F-5,2013,9,609,0,0,0,0,0,0
15/9-F-5,2013,10,654,0,0,0,0,0,0
15/9-F-5,2013,11,682,0,0,0,0,0,0
15/9-F-5,2013,12,676,0,0,0,0,0,0
15/9-F-5,2014,1,661,0,0,0,0,0,0
15/9-F-5,2014,2,581,0,0,0,0,0,0
15/9-F-5,2014,3,691,0,0,0,0,0,0
15/9-F-5,2014,4,708,0,0,0,0,0,0
15/9-F-5,2014,5,606,0,0,0,0,0,0
15/9-F-5,2014,6,699,0,0,0,0,0,0
15/9-F-5,2014,7,742,0,0,0,0,0,0
15/9-F-5,2014,8,606,0,0,0,0,0,0
15/9-F-5,2014,9,691,0,0,0,0,0,0
15/9-F-5,2014,10,742,0,0,0,0,0,0
15/9-F-5,2014,11,661,0,0,0,0,0,0
15/9-F-5,2014,12,394,0,0,0,0,0,0
15/9-F-5,2015,1,703,0,0,0,0,0,0
15/9-F-5,2015,2,584,0,0,0,0,0,0
15/9-F-5,2015,3,744,0,0,0,0,0,0
15/9-F-5,2015,4,708,0,0,0,0,0,0
15/9-F-5,2015,5,744,0,0,0,0,0,0
15/9-F-5,2015,6,717,0,0,0,0,0,0
15/9-F-5,2015,7,740,0,0,0,0,0,0
15/9-F-5,2015,8,606,0,0,0,0,0,0
15/9-F-5,2015,9,712,0,0,0,0,0,0
15/9-F-5,2015,10,724,0,0,0,0,0,0
15/9-F-5,2015,11,643,0,0,0,0,0,0
15/9-F-5,2015,12,739,0,0,0,0,0,0
15/9-F-5,2016,1,721,0,0,0,0,0,0
15/9-F-5,2016,2,691,0,0,0,0,0,0
15/9-F-5,2016,3,743,0,0,0,0,0,0
15/9-F-5,2016,4,345,3401,538639,2381,9.844950163,0.411800622,158.394688
15/9-F-5,2016,5,732,9724,1534677,3950,13.28469945,0.288855737,157.8171568
15/9-F-5,2016,6,718,9121,1468557,2377,12.69664302,0.206718146,160.9998728
15/9-F-5,2016,7,669,9985,1602674,2454,14.93369363,0.197259426,160.5035397
15/9-F-5,2016,8,608,8929,1417279,2372,14.67543247,0.209884999,158.7293519
15/9-F-5,2016,9,0,0,0,0,0,0,0
